Epoch 1/1000, Train Loss: 0.1843, Train Accuracy: 0.7066, Train F1: 0.6314, Validation Loss: 0.1618, Validation Accuracy: 0.7469, Validation F1: 0.6801
Epoch 69/1000, Train Loss: 0.0911, Train Accuracy: 0.8713, Train F1: 0.8635, Validation Loss: 0.0855, Validation Accuracy: 0.8829, Validation F1: 0.8752
Epoch 70/1000, Train Loss: 0.0912, Train Accuracy: 0.8727, Train F1: 0.8652, Validation Loss: 0.0848, Validation Accuracy: 0.8848, Validation F1: 0.8782
Epoch 71/1000, Train Loss: 0.0905, Train Accuracy: 0.8751, Train F1: 0.8676, Validation Loss: 0.0848, Validation Accuracy: 0.8839, Validation F1: 0.8773
Epoch 72/1000, Train Loss: 0.0913, Train Accuracy: 0.8703, Train F1: 0.8623, Validation Loss: 0.0848, Validation Accuracy: 0.8801, Validation F1: 0.8733
Epoch 73/1000, Train Loss: 0.0908, Train Accuracy: 0.8736, Train F1: 0.8660, Validation Loss: 0.0847, Validation Accuracy: 0.8810, Validation F1: 0.8743
Epoch 74/1000, Train Loss: 0.0912, Train Accuracy: 0.8717, Train F1: 0.8638, Validation Loss: 0.0845, Validation Accuracy: 0.8839, Validation F1: 0.8772
Epoch 75/1000, Train Loss: 0.0910, Train Accuracy: 0.8709, Train F1: 0.8630, Validation Loss: 0.0843, Validation Accuracy: 0.8848, Validation F1: 0.8782
Epoch 76/1000, Train Loss: 0.0912, Train Accuracy: 0.8713, Train F1: 0.8636, Validation Loss: 0.0843, Validation Accuracy: 0.8848, Validation F1: 0.8780
Epoch 77/1000, Train Loss: 0.0905, Train Accuracy: 0.8722, Train F1: 0.8648, Validation Loss: 0.0840, Validation Accuracy: 0.8839, Validation F1: 0.8774
Epoch 78/1000, Train Loss: 0.0899, Train Accuracy: 0.8735, Train F1: 0.8660, Validation Loss: 0.0840, Validation Accuracy: 0.8857, Validation F1: 0.8793
Epoch 79/1000, Train Loss: 0.0896, Train Accuracy: 0.8743, Train F1: 0.8667, Validation Loss: 0.0842, Validation Accuracy: 0.8848, Validation F1: 0.8786
Epoch 80/1000, Train Loss: 0.0902, Train Accuracy: 0.8728, Train F1: 0.8652, Validation Loss: 0.0840, Validation Accuracy: 0.8848, Validation F1: 0.8783
Epoch 81/1000, Train Loss: 0.0898, Train Accuracy: 0.8751, Train F1: 0.8676, Validation Loss: 0.0841, Validation Accuracy: 0.8801, Validation F1: 0.8729
Epoch 82/1000, Train Loss: 0.0899, Train Accuracy: 0.8729, Train F1: 0.8655, Validation Loss: 0.0843, Validation Accuracy: 0.8801, Validation F1: 0.8737
Epoch 83/1000, Train Loss: 0.0890, Train Accuracy: 0.8744, Train F1: 0.8672, Validation Loss: 0.0843, Validation Accuracy: 0.8782, Validation F1: 0.8724
Epoch 84/1000, Train Loss: 0.0896, Train Accuracy: 0.8727, Train F1: 0.8653, Validation Loss: 0.0835, Validation Accuracy: 0.8820, Validation F1: 0.8755
Epoch 85/1000, Train Loss: 0.0891, Train Accuracy: 0.8756, Train F1: 0.8682, Validation Loss: 0.0837, Validation Accuracy: 0.8848, Validation F1: 0.8783
Epoch 86/1000, Train Loss: 0.0898, Train Accuracy: 0.8733, Train F1: 0.8659, Validation Loss: 0.0835, Validation Accuracy: 0.8820, Validation F1: 0.8754
Epoch 87/1000, Train Loss: 0.0889, Train Accuracy: 0.8755, Train F1: 0.8683, Validation Loss: 0.0834, Validation Accuracy: 0.8820, Validation F1: 0.8753
Epoch 88/1000, Train Loss: 0.0892, Train Accuracy: 0.8759, Train F1: 0.8687, Validation Loss: 0.0832, Validation Accuracy: 0.8848, Validation F1: 0.8784
Epoch 89/1000, Train Loss: 0.0897, Train Accuracy: 0.8751, Train F1: 0.8678, Validation Loss: 0.0835, Validation Accuracy: 0.8839, Validation F1: 0.8778
Epoch 90/1000, Train Loss: 0.0887, Train Accuracy: 0.8744, Train F1: 0.8671, Validation Loss: 0.0834, Validation Accuracy: 0.8820, Validation F1: 0.8760
Epoch 91/1000, Train Loss: 0.0896, Train Accuracy: 0.8734, Train F1: 0.8660, Validation Loss: 0.0832, Validation Accuracy: 0.8839, Validation F1: 0.8775
Epoch 92/1000, Train Loss: 0.0887, Train Accuracy: 0.8752, Train F1: 0.8679, Validation Loss: 0.0830, Validation Accuracy: 0.8829, Validation F1: 0.8771
Epoch 93/1000, Train Loss: 0.0885, Train Accuracy: 0.8768, Train F1: 0.8697, Validation Loss: 0.0832, Validation Accuracy: 0.8886, Validation F1: 0.8826
Epoch 94/1000, Train Loss: 0.0892, Train Accuracy: 0.8723, Train F1: 0.8648, Validation Loss: 0.0829, Validation Accuracy: 0.8857, Validation F1: 0.8795
Epoch 95/1000, Train Loss: 0.0882, Train Accuracy: 0.8770, Train F1: 0.8695, Validation Loss: 0.0825, Validation Accuracy: 0.8886, Validation F1: 0.8827
Epoch 96/1000, Train Loss: 0.0883, Train Accuracy: 0.8781, Train F1: 0.8712, Validation Loss: 0.0829, Validation Accuracy: 0.8839, Validation F1: 0.8786
Epoch 97/1000, Train Loss: 0.0885, Train Accuracy: 0.8746, Train F1: 0.8674, Validation Loss: 0.0823, Validation Accuracy: 0.8839, Validation F1: 0.8784
Epoch 98/1000, Train Loss: 0.0874, Train Accuracy: 0.8797, Train F1: 0.8727, Validation Loss: 0.0828, Validation Accuracy: 0.8848, Validation F1: 0.8787
Epoch 99/1000, Train Loss: 0.0877, Train Accuracy: 0.8765, Train F1: 0.8697, Validation Loss: 0.0826, Validation Accuracy: 0.8848, Validation F1: 0.8780
Epoch 100/1000, Train Loss: 0.0883, Train Accuracy: 0.8770, Train F1: 0.8700, Validation Loss: 0.0827, Validation Accuracy: 0.8829, Validation F1: 0.8768
Epoch 101/1000, Train Loss: 0.0877, Train Accuracy: 0.8762, Train F1: 0.8690, Validation Loss: 0.0829, Validation Accuracy: 0.8839, Validation F1: 0.8779
Epoch 102/1000, Train Loss: 0.0879, Train Accuracy: 0.8779, Train F1: 0.8710, Validation Loss: 0.0827, Validation Accuracy: 0.8829, Validation F1: 0.8767
Epoch 103/1000, Train Loss: 0.0877, Train Accuracy: 0.8767, Train F1: 0.8698, Validation Loss: 0.0828, Validation Accuracy: 0.8848, Validation F1: 0.8785
Epoch 104/1000, Train Loss: 0.0873, Train Accuracy: 0.8764, Train F1: 0.8694, Validation Loss: 0.0822, Validation Accuracy: 0.8829, Validation F1: 0.8764
Epoch 105/1000, Train Loss: 0.0877, Train Accuracy: 0.8766, Train F1: 0.8697, Validation Loss: 0.0824, Validation Accuracy: 0.8848, Validation F1: 0.8784
Epoch 106/1000, Train Loss: 0.0870, Train Accuracy: 0.8778, Train F1: 0.8711, Validation Loss: 0.0823, Validation Accuracy: 0.8810, Validation F1: 0.8761
Epoch 107/1000, Train Loss: 0.0873, Train Accuracy: 0.8789, Train F1: 0.8722, Validation Loss: 0.0824, Validation Accuracy: 0.8867, Validation F1: 0.8810
Epoch 108/1000, Train Loss: 0.0882, Train Accuracy: 0.8746, Train F1: 0.8679, Validation Loss: 0.0820, Validation Accuracy: 0.8886, Validation F1: 0.8823
Epoch 109/1000, Train Loss: 0.0866, Train Accuracy: 0.8798, Train F1: 0.8732, Validation Loss: 0.0817, Validation Accuracy: 0.8867, Validation F1: 0.8810
Epoch 110/1000, Train Loss: 0.0867, Train Accuracy: 0.8775, Train F1: 0.8706, Validation Loss: 0.0815, Validation Accuracy: 0.8876, Validation F1: 0.8822
Epoch 111/1000, Train Loss: 0.0872, Train Accuracy: 0.8787, Train F1: 0.8718, Validation Loss: 0.0820, Validation Accuracy: 0.8839, Validation F1: 0.8776
Epoch 112/1000, Train Loss: 0.0865, Train Accuracy: 0.8788, Train F1: 0.8720, Validation Loss: 0.0818, Validation Accuracy: 0.8905, Validation F1: 0.8854
Epoch 113/1000, Train Loss: 0.0861, Train Accuracy: 0.8786, Train F1: 0.8717, Validation Loss: 0.0820, Validation Accuracy: 0.8886, Validation F1: 0.8835
Epoch 114/1000, Train Loss: 0.0853, Train Accuracy: 0.8815, Train F1: 0.8749, Validation Loss: 0.0819, Validation Accuracy: 0.8886, Validation F1: 0.8836
Epoch 115/1000, Train Loss: 0.0873, Train Accuracy: 0.8771, Train F1: 0.8704, Validation Loss: 0.0818, Validation Accuracy: 0.8924, Validation F1: 0.8874
Epoch 116/1000, Train Loss: 0.0853, Train Accuracy: 0.8780, Train F1: 0.8711, Validation Loss: 0.0814, Validation Accuracy: 0.8867, Validation F1: 0.8812
Epoch 117/1000, Train Loss: 0.0861, Train Accuracy: 0.8766, Train F1: 0.8699, Validation Loss: 0.0812, Validation Accuracy: 0.8867, Validation F1: 0.8814
Epoch 118/1000, Train Loss: 0.0855, Train Accuracy: 0.8789, Train F1: 0.8724, Validation Loss: 0.0809, Validation Accuracy: 0.8895, Validation F1: 0.8845
Epoch 119/1000, Train Loss: 0.0862, Train Accuracy: 0.8796, Train F1: 0.8729, Validation Loss: 0.0812, Validation Accuracy: 0.8848, Validation F1: 0.8795
Epoch 120/1000, Train Loss: 0.0853, Train Accuracy: 0.8805, Train F1: 0.8739, Validation Loss: 0.0815, Validation Accuracy: 0.8848, Validation F1: 0.8793
Epoch 121/1000, Train Loss: 0.0858, Train Accuracy: 0.8780, Train F1: 0.8711, Validation Loss: 0.0814, Validation Accuracy: 0.8848, Validation F1: 0.8791
Epoch 122/1000, Train Loss: 0.0860, Train Accuracy: 0.8792, Train F1: 0.8728, Validation Loss: 0.0806, Validation Accuracy: 0.8876, Validation F1: 0.8814
Epoch 123/1000, Train Loss: 0.0858, Train Accuracy: 0.8799, Train F1: 0.8734, Validation Loss: 0.0811, Validation Accuracy: 0.8886, Validation F1: 0.8833
Epoch 124/1000, Train Loss: 0.0863, Train Accuracy: 0.8788, Train F1: 0.8723, Validation Loss: 0.0815, Validation Accuracy: 0.8867, Validation F1: 0.8814
Epoch 125/1000, Train Loss: 0.0856, Train Accuracy: 0.8791, Train F1: 0.8727, Validation Loss: 0.0813, Validation Accuracy: 0.8857, Validation F1: 0.8805
Epoch 126/1000, Train Loss: 0.0848, Train Accuracy: 0.8783, Train F1: 0.8716, Validation Loss: 0.0812, Validation Accuracy: 0.8867, Validation F1: 0.8808
Epoch 127/1000, Train Loss: 0.0856, Train Accuracy: 0.8793, Train F1: 0.8726, Validation Loss: 0.0809, Validation Accuracy: 0.8867, Validation F1: 0.8815
Epoch 128/1000, Train Loss: 0.0845, Train Accuracy: 0.8824, Train F1: 0.8762, Validation Loss: 0.0809, Validation Accuracy: 0.8848, Validation F1: 0.8795
Epoch 129/1000, Train Loss: 0.0841, Train Accuracy: 0.8815, Train F1: 0.8755, Validation Loss: 0.0809, Validation Accuracy: 0.8876, Validation F1: 0.8823
Epoch 130/1000, Train Loss: 0.0841, Train Accuracy: 0.8801, Train F1: 0.8737, Validation Loss: 0.0812, Validation Accuracy: 0.8895, Validation F1: 0.8842
Epoch 131/1000, Train Loss: 0.0839, Train Accuracy: 0.8802, Train F1: 0.8736, Validation Loss: 0.0813, Validation Accuracy: 0.8876, Validation F1: 0.8823
Epoch 132/1000, Train Loss: 0.0848, Train Accuracy: 0.8817, Train F1: 0.8752, Validation Loss: 0.0810, Validation Accuracy: 0.8895, Validation F1: 0.8844
Epoch 133/1000, Train Loss: 0.0841, Train Accuracy: 0.8802, Train F1: 0.8739, Validation Loss: 0.0807, Validation Accuracy: 0.8914, Validation F1: 0.8866
Epoch 134/1000, Train Loss: 0.0831, Train Accuracy: 0.8833, Train F1: 0.8770, Validation Loss: 0.0810, Validation Accuracy: 0.8914, Validation F1: 0.8866
Epoch 135/1000, Train Loss: 0.0845, Train Accuracy: 0.8793, Train F1: 0.8728, Validation Loss: 0.0812, Validation Accuracy: 0.8867, Validation F1: 0.8816
Epoch 136/1000, Train Loss: 0.0839, Train Accuracy: 0.8829, Train F1: 0.8767, Validation Loss: 0.0809, Validation Accuracy: 0.8886, Validation F1: 0.8837
Epoch 137/1000, Train Loss: 0.0839, Train Accuracy: 0.8832, Train F1: 0.8770, Validation Loss: 0.0810, Validation Accuracy: 0.8867, Validation F1: 0.8815
Epoch 138/1000, Train Loss: 0.0832, Train Accuracy: 0.8827, Train F1: 0.8766, Validation Loss: 0.0807, Validation Accuracy: 0.8867, Validation F1: 0.8817
Epoch 139/1000, Train Loss: 0.0836, Train Accuracy: 0.8828, Train F1: 0.8765, Validation Loss: 0.0807, Validation Accuracy: 0.8886, Validation F1: 0.8831
Epoch 140/1000, Train Loss: 0.0826, Train Accuracy: 0.8836, Train F1: 0.8775, Validation Loss: 0.0809, Validation Accuracy: 0.8848, Validation F1: 0.8795
Epoch 141/1000, Train Loss: 0.0834, Train Accuracy: 0.8814, Train F1: 0.8753, Validation Loss: 0.0808, Validation Accuracy: 0.8867, Validation F1: 0.8815
Epoch 142/1000, Train Loss: 0.0835, Train Accuracy: 0.8816, Train F1: 0.8751, Validation Loss: 0.0805, Validation Accuracy: 0.8905, Validation F1: 0.8851
Epoch 143/1000, Train Loss: 0.0828, Train Accuracy: 0.8823, Train F1: 0.8761, Validation Loss: 0.0807, Validation Accuracy: 0.8848, Validation F1: 0.8791
Epoch 144/1000, Train Loss: 0.0831, Train Accuracy: 0.8851, Train F1: 0.8789, Validation Loss: 0.0808, Validation Accuracy: 0.8829, Validation F1: 0.8772
Epoch 145/1000, Train Loss: 0.0822, Train Accuracy: 0.8839, Train F1: 0.8776, Validation Loss: 0.0808, Validation Accuracy: 0.8839, Validation F1: 0.8786
Epoch 146/1000, Train Loss: 0.0832, Train Accuracy: 0.8842, Train F1: 0.8783, Validation Loss: 0.0802, Validation Accuracy: 0.8886, Validation F1: 0.8838
Epoch 147/1000, Train Loss: 0.0829, Train Accuracy: 0.8839, Train F1: 0.8777, Validation Loss: 0.0806, Validation Accuracy: 0.8829, Validation F1: 0.8779
Epoch 148/1000, Train Loss: 0.0821, Train Accuracy: 0.8852, Train F1: 0.8794, Validation Loss: 0.0805, Validation Accuracy: 0.8848, Validation F1: 0.8793
Epoch 149/1000, Train Loss: 0.0831, Train Accuracy: 0.8808, Train F1: 0.8745, Validation Loss: 0.0806, Validation Accuracy: 0.8895, Validation F1: 0.8843
Epoch 150/1000, Train Loss: 0.0824, Train Accuracy: 0.8825, Train F1: 0.8764, Validation Loss: 0.0805, Validation Accuracy: 0.8914, Validation F1: 0.8858
Epoch 151/1000, Train Loss: 0.0822, Train Accuracy: 0.8843, Train F1: 0.8782, Validation Loss: 0.0807, Validation Accuracy: 0.8848, Validation F1: 0.8794
Epoch 152/1000, Train Loss: 0.0830, Train Accuracy: 0.8836, Train F1: 0.8774, Validation Loss: 0.0803, Validation Accuracy: 0.8867, Validation F1: 0.8812
Epoch 153/1000, Train Loss: 0.0828, Train Accuracy: 0.8824, Train F1: 0.8764, Validation Loss: 0.0805, Validation Accuracy: 0.8848, Validation F1: 0.8795
Epoch 154/1000, Train Loss: 0.0812, Train Accuracy: 0.8855, Train F1: 0.8797, Validation Loss: 0.0805, Validation Accuracy: 0.8876, Validation F1: 0.8823
Epoch 155/1000, Train Loss: 0.0820, Train Accuracy: 0.8831, Train F1: 0.8772, Validation Loss: 0.0808, Validation Accuracy: 0.8839, Validation F1: 0.8789
Epoch 156/1000, Train Loss: 0.0821, Train Accuracy: 0.8823, Train F1: 0.8765, Validation Loss: 0.0809, Validation Accuracy: 0.8839, Validation F1: 0.8780
Epoch 157/1000, Train Loss: 0.0829, Train Accuracy: 0.8861, Train F1: 0.8802, Validation Loss: 0.0804, Validation Accuracy: 0.8848, Validation F1: 0.8800
Epoch 158/1000, Train Loss: 0.0825, Train Accuracy: 0.8835, Train F1: 0.8775, Validation Loss: 0.0805, Validation Accuracy: 0.8924, Validation F1: 0.8866
Epoch 159/1000, Train Loss: 0.0826, Train Accuracy: 0.8835, Train F1: 0.8774, Validation Loss: 0.0806, Validation Accuracy: 0.8857, Validation F1: 0.8808
