Epoch 1/1000, Train Loss: 0.1883, Train Accuracy: 0.6943, Train F1: 0.6154, Validation Loss: 0.1655, Validation Accuracy: 0.7455, Validation F1: 0.6831
Epoch 36/1000, Train Loss: 0.1003, Train Accuracy: 0.8598, Train F1: 0.8509, Validation Loss: 0.0949, Validation Accuracy: 0.8713, Validation F1: 0.8654
Epoch 37/1000, Train Loss: 0.0995, Train Accuracy: 0.8637, Train F1: 0.8552, Validation Loss: 0.0946, Validation Accuracy: 0.8700, Validation F1: 0.8639
Epoch 38/1000, Train Loss: 0.0985, Train Accuracy: 0.8624, Train F1: 0.8539, Validation Loss: 0.0944, Validation Accuracy: 0.8721, Validation F1: 0.8660
Epoch 39/1000, Train Loss: 0.0977, Train Accuracy: 0.8651, Train F1: 0.8568, Validation Loss: 0.0937, Validation Accuracy: 0.8734, Validation F1: 0.8672
Epoch 40/1000, Train Loss: 0.0993, Train Accuracy: 0.8611, Train F1: 0.8526, Validation Loss: 0.0937, Validation Accuracy: 0.8738, Validation F1: 0.8677
Epoch 41/1000, Train Loss: 0.0980, Train Accuracy: 0.8617, Train F1: 0.8534, Validation Loss: 0.0941, Validation Accuracy: 0.8709, Validation F1: 0.8646
Epoch 42/1000, Train Loss: 0.0976, Train Accuracy: 0.8646, Train F1: 0.8563, Validation Loss: 0.0934, Validation Accuracy: 0.8738, Validation F1: 0.8679
Epoch 43/1000, Train Loss: 0.0969, Train Accuracy: 0.8650, Train F1: 0.8568, Validation Loss: 0.0933, Validation Accuracy: 0.8700, Validation F1: 0.8641
Epoch 44/1000, Train Loss: 0.0974, Train Accuracy: 0.8627, Train F1: 0.8542, Validation Loss: 0.0922, Validation Accuracy: 0.8738, Validation F1: 0.8670
Epoch 45/1000, Train Loss: 0.0967, Train Accuracy: 0.8658, Train F1: 0.8580, Validation Loss: 0.0924, Validation Accuracy: 0.8717, Validation F1: 0.8650
Epoch 46/1000, Train Loss: 0.0967, Train Accuracy: 0.8645, Train F1: 0.8561, Validation Loss: 0.0926, Validation Accuracy: 0.8709, Validation F1: 0.8648
Epoch 47/1000, Train Loss: 0.0968, Train Accuracy: 0.8667, Train F1: 0.8589, Validation Loss: 0.0920, Validation Accuracy: 0.8730, Validation F1: 0.8667
Epoch 48/1000, Train Loss: 0.0971, Train Accuracy: 0.8656, Train F1: 0.8577, Validation Loss: 0.0920, Validation Accuracy: 0.8730, Validation F1: 0.8666
Epoch 49/1000, Train Loss: 0.0960, Train Accuracy: 0.8669, Train F1: 0.8588, Validation Loss: 0.0919, Validation Accuracy: 0.8742, Validation F1: 0.8683
Epoch 50/1000, Train Loss: 0.0961, Train Accuracy: 0.8686, Train F1: 0.8607, Validation Loss: 0.0913, Validation Accuracy: 0.8738, Validation F1: 0.8672
Epoch 51/1000, Train Loss: 0.0954, Train Accuracy: 0.8693, Train F1: 0.8612, Validation Loss: 0.0908, Validation Accuracy: 0.8755, Validation F1: 0.8688
Epoch 52/1000, Train Loss: 0.0956, Train Accuracy: 0.8679, Train F1: 0.8599, Validation Loss: 0.0911, Validation Accuracy: 0.8730, Validation F1: 0.8666
Epoch 53/1000, Train Loss: 0.0940, Train Accuracy: 0.8696, Train F1: 0.8620, Validation Loss: 0.0910, Validation Accuracy: 0.8734, Validation F1: 0.8676
Epoch 54/1000, Train Loss: 0.0946, Train Accuracy: 0.8675, Train F1: 0.8594, Validation Loss: 0.0914, Validation Accuracy: 0.8734, Validation F1: 0.8679
Epoch 55/1000, Train Loss: 0.0944, Train Accuracy: 0.8688, Train F1: 0.8609, Validation Loss: 0.0909, Validation Accuracy: 0.8734, Validation F1: 0.8674
Epoch 56/1000, Train Loss: 0.0932, Train Accuracy: 0.8699, Train F1: 0.8625, Validation Loss: 0.0904, Validation Accuracy: 0.8742, Validation F1: 0.8682
Epoch 57/1000, Train Loss: 0.0933, Train Accuracy: 0.8706, Train F1: 0.8629, Validation Loss: 0.0904, Validation Accuracy: 0.8767, Validation F1: 0.8709
Epoch 58/1000, Train Loss: 0.0939, Train Accuracy: 0.8691, Train F1: 0.8613, Validation Loss: 0.0898, Validation Accuracy: 0.8759, Validation F1: 0.8697
Epoch 59/1000, Train Loss: 0.0939, Train Accuracy: 0.8699, Train F1: 0.8624, Validation Loss: 0.0901, Validation Accuracy: 0.8746, Validation F1: 0.8688
Epoch 60/1000, Train Loss: 0.0925, Train Accuracy: 0.8724, Train F1: 0.8649, Validation Loss: 0.0896, Validation Accuracy: 0.8767, Validation F1: 0.8703
Epoch 61/1000, Train Loss: 0.0926, Train Accuracy: 0.8707, Train F1: 0.8634, Validation Loss: 0.0896, Validation Accuracy: 0.8767, Validation F1: 0.8707
Epoch 62/1000, Train Loss: 0.0940, Train Accuracy: 0.8712, Train F1: 0.8637, Validation Loss: 0.0902, Validation Accuracy: 0.8751, Validation F1: 0.8694
Epoch 63/1000, Train Loss: 0.0936, Train Accuracy: 0.8710, Train F1: 0.8636, Validation Loss: 0.0904, Validation Accuracy: 0.8759, Validation F1: 0.8704
Epoch 64/1000, Train Loss: 0.0928, Train Accuracy: 0.8715, Train F1: 0.8644, Validation Loss: 0.0900, Validation Accuracy: 0.8751, Validation F1: 0.8695
Epoch 65/1000, Train Loss: 0.0934, Train Accuracy: 0.8702, Train F1: 0.8622, Validation Loss: 0.0894, Validation Accuracy: 0.8755, Validation F1: 0.8697
Epoch 66/1000, Train Loss: 0.0922, Train Accuracy: 0.8721, Train F1: 0.8648, Validation Loss: 0.0897, Validation Accuracy: 0.8767, Validation F1: 0.8712
Epoch 67/1000, Train Loss: 0.0924, Train Accuracy: 0.8724, Train F1: 0.8651, Validation Loss: 0.0893, Validation Accuracy: 0.8771, Validation F1: 0.8712
Epoch 68/1000, Train Loss: 0.0921, Train Accuracy: 0.8723, Train F1: 0.8648, Validation Loss: 0.0896, Validation Accuracy: 0.8759, Validation F1: 0.8704
Epoch 69/1000, Train Loss: 0.0927, Train Accuracy: 0.8727, Train F1: 0.8652, Validation Loss: 0.0885, Validation Accuracy: 0.8780, Validation F1: 0.8720
Epoch 70/1000, Train Loss: 0.0907, Train Accuracy: 0.8751, Train F1: 0.8680, Validation Loss: 0.0883, Validation Accuracy: 0.8776, Validation F1: 0.8715
Epoch 71/1000, Train Loss: 0.0910, Train Accuracy: 0.8740, Train F1: 0.8671, Validation Loss: 0.0883, Validation Accuracy: 0.8767, Validation F1: 0.8706
Epoch 72/1000, Train Loss: 0.0926, Train Accuracy: 0.8719, Train F1: 0.8646, Validation Loss: 0.0883, Validation Accuracy: 0.8801, Validation F1: 0.8743
Epoch 73/1000, Train Loss: 0.0912, Train Accuracy: 0.8720, Train F1: 0.8648, Validation Loss: 0.0891, Validation Accuracy: 0.8771, Validation F1: 0.8720
Epoch 74/1000, Train Loss: 0.0911, Train Accuracy: 0.8720, Train F1: 0.8649, Validation Loss: 0.0884, Validation Accuracy: 0.8771, Validation F1: 0.8710
Epoch 75/1000, Train Loss: 0.0916, Train Accuracy: 0.8724, Train F1: 0.8652, Validation Loss: 0.0884, Validation Accuracy: 0.8776, Validation F1: 0.8719
Epoch 76/1000, Train Loss: 0.0912, Train Accuracy: 0.8737, Train F1: 0.8669, Validation Loss: 0.0881, Validation Accuracy: 0.8776, Validation F1: 0.8717
Epoch 77/1000, Train Loss: 0.0911, Train Accuracy: 0.8741, Train F1: 0.8670, Validation Loss: 0.0880, Validation Accuracy: 0.8784, Validation F1: 0.8725
Epoch 78/1000, Train Loss: 0.0902, Train Accuracy: 0.8761, Train F1: 0.8693, Validation Loss: 0.0875, Validation Accuracy: 0.8797, Validation F1: 0.8737
Epoch 79/1000, Train Loss: 0.0903, Train Accuracy: 0.8744, Train F1: 0.8675, Validation Loss: 0.0878, Validation Accuracy: 0.8776, Validation F1: 0.8713
Epoch 80/1000, Train Loss: 0.0901, Train Accuracy: 0.8729, Train F1: 0.8656, Validation Loss: 0.0874, Validation Accuracy: 0.8763, Validation F1: 0.8705
Epoch 81/1000, Train Loss: 0.0913, Train Accuracy: 0.8720, Train F1: 0.8645, Validation Loss: 0.0872, Validation Accuracy: 0.8788, Validation F1: 0.8729
Epoch 82/1000, Train Loss: 0.0902, Train Accuracy: 0.8750, Train F1: 0.8681, Validation Loss: 0.0876, Validation Accuracy: 0.8801, Validation F1: 0.8743
Epoch 83/1000, Train Loss: 0.0888, Train Accuracy: 0.8776, Train F1: 0.8712, Validation Loss: 0.0879, Validation Accuracy: 0.8784, Validation F1: 0.8730
Epoch 84/1000, Train Loss: 0.0907, Train Accuracy: 0.8748, Train F1: 0.8677, Validation Loss: 0.0871, Validation Accuracy: 0.8801, Validation F1: 0.8744
Epoch 85/1000, Train Loss: 0.0901, Train Accuracy: 0.8740, Train F1: 0.8671, Validation Loss: 0.0878, Validation Accuracy: 0.8759, Validation F1: 0.8706
Epoch 86/1000, Train Loss: 0.0896, Train Accuracy: 0.8755, Train F1: 0.8689, Validation Loss: 0.0877, Validation Accuracy: 0.8784, Validation F1: 0.8730
Epoch 87/1000, Train Loss: 0.0883, Train Accuracy: 0.8762, Train F1: 0.8695, Validation Loss: 0.0874, Validation Accuracy: 0.8792, Validation F1: 0.8737
Epoch 88/1000, Train Loss: 0.0894, Train Accuracy: 0.8759, Train F1: 0.8694, Validation Loss: 0.0869, Validation Accuracy: 0.8784, Validation F1: 0.8729
Epoch 89/1000, Train Loss: 0.0901, Train Accuracy: 0.8733, Train F1: 0.8665, Validation Loss: 0.0872, Validation Accuracy: 0.8788, Validation F1: 0.8731
Epoch 90/1000, Train Loss: 0.0894, Train Accuracy: 0.8762, Train F1: 0.8692, Validation Loss: 0.0871, Validation Accuracy: 0.8788, Validation F1: 0.8734
Epoch 91/1000, Train Loss: 0.0895, Train Accuracy: 0.8745, Train F1: 0.8677, Validation Loss: 0.0867, Validation Accuracy: 0.8801, Validation F1: 0.8745
Epoch 92/1000, Train Loss: 0.0884, Train Accuracy: 0.8756, Train F1: 0.8689, Validation Loss: 0.0872, Validation Accuracy: 0.8771, Validation F1: 0.8718
Epoch 93/1000, Train Loss: 0.0891, Train Accuracy: 0.8760, Train F1: 0.8693, Validation Loss: 0.0868, Validation Accuracy: 0.8809, Validation F1: 0.8749
Epoch 94/1000, Train Loss: 0.0895, Train Accuracy: 0.8754, Train F1: 0.8689, Validation Loss: 0.0867, Validation Accuracy: 0.8788, Validation F1: 0.8731
Epoch 95/1000, Train Loss: 0.0877, Train Accuracy: 0.8763, Train F1: 0.8696, Validation Loss: 0.0870, Validation Accuracy: 0.8809, Validation F1: 0.8749
Epoch 96/1000, Train Loss: 0.0884, Train Accuracy: 0.8779, Train F1: 0.8715, Validation Loss: 0.0863, Validation Accuracy: 0.8809, Validation F1: 0.8753
Epoch 97/1000, Train Loss: 0.0890, Train Accuracy: 0.8778, Train F1: 0.8712, Validation Loss: 0.0869, Validation Accuracy: 0.8805, Validation F1: 0.8749
Epoch 98/1000, Train Loss: 0.0879, Train Accuracy: 0.8770, Train F1: 0.8705, Validation Loss: 0.0865, Validation Accuracy: 0.8801, Validation F1: 0.8746
Epoch 99/1000, Train Loss: 0.0877, Train Accuracy: 0.8779, Train F1: 0.8714, Validation Loss: 0.0870, Validation Accuracy: 0.8780, Validation F1: 0.8725
Epoch 100/1000, Train Loss: 0.0881, Train Accuracy: 0.8779, Train F1: 0.8712, Validation Loss: 0.0866, Validation Accuracy: 0.8780, Validation F1: 0.8725
Epoch 101/1000, Train Loss: 0.0876, Train Accuracy: 0.8769, Train F1: 0.8703, Validation Loss: 0.0869, Validation Accuracy: 0.8780, Validation F1: 0.8726
Epoch 102/1000, Train Loss: 0.0875, Train Accuracy: 0.8802, Train F1: 0.8736, Validation Loss: 0.0863, Validation Accuracy: 0.8818, Validation F1: 0.8764
Epoch 103/1000, Train Loss: 0.0870, Train Accuracy: 0.8794, Train F1: 0.8730, Validation Loss: 0.0869, Validation Accuracy: 0.8792, Validation F1: 0.8741
Epoch 104/1000, Train Loss: 0.0859, Train Accuracy: 0.8815, Train F1: 0.8751, Validation Loss: 0.0858, Validation Accuracy: 0.8834, Validation F1: 0.8778
Epoch 105/1000, Train Loss: 0.0866, Train Accuracy: 0.8802, Train F1: 0.8737, Validation Loss: 0.0857, Validation Accuracy: 0.8834, Validation F1: 0.8776
Epoch 106/1000, Train Loss: 0.0869, Train Accuracy: 0.8797, Train F1: 0.8733, Validation Loss: 0.0863, Validation Accuracy: 0.8801, Validation F1: 0.8744
Epoch 107/1000, Train Loss: 0.0876, Train Accuracy: 0.8778, Train F1: 0.8712, Validation Loss: 0.0860, Validation Accuracy: 0.8834, Validation F1: 0.8781
Epoch 108/1000, Train Loss: 0.0849, Train Accuracy: 0.8819, Train F1: 0.8758, Validation Loss: 0.0863, Validation Accuracy: 0.8822, Validation F1: 0.8768
Epoch 109/1000, Train Loss: 0.0861, Train Accuracy: 0.8817, Train F1: 0.8753, Validation Loss: 0.0862, Validation Accuracy: 0.8818, Validation F1: 0.8763
Epoch 110/1000, Train Loss: 0.0863, Train Accuracy: 0.8812, Train F1: 0.8748, Validation Loss: 0.0859, Validation Accuracy: 0.8834, Validation F1: 0.8779
Epoch 111/1000, Train Loss: 0.0864, Train Accuracy: 0.8810, Train F1: 0.8749, Validation Loss: 0.0856, Validation Accuracy: 0.8843, Validation F1: 0.8784
Epoch 112/1000, Train Loss: 0.0855, Train Accuracy: 0.8805, Train F1: 0.8742, Validation Loss: 0.0854, Validation Accuracy: 0.8818, Validation F1: 0.8764
Epoch 113/1000, Train Loss: 0.0863, Train Accuracy: 0.8788, Train F1: 0.8726, Validation Loss: 0.0858, Validation Accuracy: 0.8834, Validation F1: 0.8782
Epoch 114/1000, Train Loss: 0.0867, Train Accuracy: 0.8818, Train F1: 0.8758, Validation Loss: 0.0857, Validation Accuracy: 0.8830, Validation F1: 0.8776
Epoch 115/1000, Train Loss: 0.0865, Train Accuracy: 0.8801, Train F1: 0.8738, Validation Loss: 0.0857, Validation Accuracy: 0.8851, Validation F1: 0.8799
Epoch 116/1000, Train Loss: 0.0862, Train Accuracy: 0.8808, Train F1: 0.8747, Validation Loss: 0.0853, Validation Accuracy: 0.8839, Validation F1: 0.8783
Epoch 117/1000, Train Loss: 0.0853, Train Accuracy: 0.8826, Train F1: 0.8765, Validation Loss: 0.0855, Validation Accuracy: 0.8847, Validation F1: 0.8795
Epoch 118/1000, Train Loss: 0.0859, Train Accuracy: 0.8796, Train F1: 0.8734, Validation Loss: 0.0854, Validation Accuracy: 0.8843, Validation F1: 0.8787
Epoch 119/1000, Train Loss: 0.0865, Train Accuracy: 0.8802, Train F1: 0.8743, Validation Loss: 0.0856, Validation Accuracy: 0.8847, Validation F1: 0.8796
Epoch 120/1000, Train Loss: 0.0860, Train Accuracy: 0.8821, Train F1: 0.8760, Validation Loss: 0.0854, Validation Accuracy: 0.8847, Validation F1: 0.8793
Epoch 121/1000, Train Loss: 0.0839, Train Accuracy: 0.8842, Train F1: 0.8780, Validation Loss: 0.0852, Validation Accuracy: 0.8847, Validation F1: 0.8796
Epoch 122/1000, Train Loss: 0.0840, Train Accuracy: 0.8845, Train F1: 0.8785, Validation Loss: 0.0854, Validation Accuracy: 0.8839, Validation F1: 0.8793
Epoch 123/1000, Train Loss: 0.0868, Train Accuracy: 0.8791, Train F1: 0.8729, Validation Loss: 0.0853, Validation Accuracy: 0.8860, Validation F1: 0.8807
Epoch 124/1000, Train Loss: 0.0850, Train Accuracy: 0.8833, Train F1: 0.8771, Validation Loss: 0.0850, Validation Accuracy: 0.8843, Validation F1: 0.8792
Epoch 125/1000, Train Loss: 0.0856, Train Accuracy: 0.8818, Train F1: 0.8757, Validation Loss: 0.0852, Validation Accuracy: 0.8834, Validation F1: 0.8783
Epoch 126/1000, Train Loss: 0.0859, Train Accuracy: 0.8827, Train F1: 0.8768, Validation Loss: 0.0848, Validation Accuracy: 0.8864, Validation F1: 0.8813
Epoch 127/1000, Train Loss: 0.0849, Train Accuracy: 0.8829, Train F1: 0.8770, Validation Loss: 0.0851, Validation Accuracy: 0.8860, Validation F1: 0.8810
Epoch 128/1000, Train Loss: 0.0852, Train Accuracy: 0.8822, Train F1: 0.8763, Validation Loss: 0.0851, Validation Accuracy: 0.8839, Validation F1: 0.8790
Epoch 129/1000, Train Loss: 0.0853, Train Accuracy: 0.8793, Train F1: 0.8732, Validation Loss: 0.0850, Validation Accuracy: 0.8839, Validation F1: 0.8791
Epoch 130/1000, Train Loss: 0.0842, Train Accuracy: 0.8815, Train F1: 0.8753, Validation Loss: 0.0847, Validation Accuracy: 0.8855, Validation F1: 0.8807
Epoch 131/1000, Train Loss: 0.0852, Train Accuracy: 0.8821, Train F1: 0.8759, Validation Loss: 0.0845, Validation Accuracy: 0.8847, Validation F1: 0.8796
Epoch 132/1000, Train Loss: 0.0837, Train Accuracy: 0.8843, Train F1: 0.8784, Validation Loss: 0.0851, Validation Accuracy: 0.8839, Validation F1: 0.8792
Epoch 133/1000, Train Loss: 0.0828, Train Accuracy: 0.8839, Train F1: 0.8780, Validation Loss: 0.0851, Validation Accuracy: 0.8826, Validation F1: 0.8777
Epoch 134/1000, Train Loss: 0.0850, Train Accuracy: 0.8838, Train F1: 0.8779, Validation Loss: 0.0855, Validation Accuracy: 0.8830, Validation F1: 0.8781
Epoch 135/1000, Train Loss: 0.0835, Train Accuracy: 0.8844, Train F1: 0.8788, Validation Loss: 0.0844, Validation Accuracy: 0.8834, Validation F1: 0.8784
Epoch 136/1000, Train Loss: 0.0836, Train Accuracy: 0.8827, Train F1: 0.8770, Validation Loss: 0.0845, Validation Accuracy: 0.8834, Validation F1: 0.8785
Epoch 137/1000, Train Loss: 0.0850, Train Accuracy: 0.8848, Train F1: 0.8792, Validation Loss: 0.0844, Validation Accuracy: 0.8818, Validation F1: 0.8766
Epoch 138/1000, Train Loss: 0.0840, Train Accuracy: 0.8838, Train F1: 0.8776, Validation Loss: 0.0846, Validation Accuracy: 0.8826, Validation F1: 0.8776
Epoch 139/1000, Train Loss: 0.0834, Train Accuracy: 0.8834, Train F1: 0.8777, Validation Loss: 0.0842, Validation Accuracy: 0.8847, Validation F1: 0.8800
Epoch 140/1000, Train Loss: 0.0835, Train Accuracy: 0.8833, Train F1: 0.8774, Validation Loss: 0.0840, Validation Accuracy: 0.8855, Validation F1: 0.8806
Epoch 141/1000, Train Loss: 0.0844, Train Accuracy: 0.8818, Train F1: 0.8759, Validation Loss: 0.0850, Validation Accuracy: 0.8822, Validation F1: 0.8777
Epoch 142/1000, Train Loss: 0.0828, Train Accuracy: 0.8842, Train F1: 0.8785, Validation Loss: 0.0843, Validation Accuracy: 0.8839, Validation F1: 0.8791
Epoch 143/1000, Train Loss: 0.0832, Train Accuracy: 0.8835, Train F1: 0.8779, Validation Loss: 0.0843, Validation Accuracy: 0.8839, Validation F1: 0.8793
Epoch 144/1000, Train Loss: 0.0830, Train Accuracy: 0.8832, Train F1: 0.8774, Validation Loss: 0.0844, Validation Accuracy: 0.8860, Validation F1: 0.8818
Epoch 145/1000, Train Loss: 0.0827, Train Accuracy: 0.8842, Train F1: 0.8784, Validation Loss: 0.0842, Validation Accuracy: 0.8860, Validation F1: 0.8815
Epoch 146/1000, Train Loss: 0.0833, Train Accuracy: 0.8843, Train F1: 0.8785, Validation Loss: 0.0841, Validation Accuracy: 0.8826, Validation F1: 0.8778
Epoch 147/1000, Train Loss: 0.0829, Train Accuracy: 0.8848, Train F1: 0.8791, Validation Loss: 0.0844, Validation Accuracy: 0.8839, Validation F1: 0.8786
Epoch 148/1000, Train Loss: 0.0832, Train Accuracy: 0.8844, Train F1: 0.8788, Validation Loss: 0.0843, Validation Accuracy: 0.8834, Validation F1: 0.8790
Epoch 149/1000, Train Loss: 0.0823, Train Accuracy: 0.8841, Train F1: 0.8783, Validation Loss: 0.0843, Validation Accuracy: 0.8843, Validation F1: 0.8795
Epoch 150/1000, Train Loss: 0.0836, Train Accuracy: 0.8838, Train F1: 0.8781, Validation Loss: 0.0844, Validation Accuracy: 0.8855, Validation F1: 0.8815
Epoch 151/1000, Train Loss: 0.0827, Train Accuracy: 0.8844, Train F1: 0.8788, Validation Loss: 0.0844, Validation Accuracy: 0.8847, Validation F1: 0.8799
Epoch 152/1000, Train Loss: 0.0832, Train Accuracy: 0.8845, Train F1: 0.8789, Validation Loss: 0.0845, Validation Accuracy: 0.8830, Validation F1: 0.8785
Epoch 153/1000, Train Loss: 0.0825, Train Accuracy: 0.8871, Train F1: 0.8814, Validation Loss: 0.0843, Validation Accuracy: 0.8864, Validation F1: 0.8822
Epoch 154/1000, Train Loss: 0.0826, Train Accuracy: 0.8842, Train F1: 0.8786, Validation Loss: 0.0843, Validation Accuracy: 0.8839, Validation F1: 0.8792
Epoch 155/1000, Train Loss: 0.0820, Train Accuracy: 0.8857, Train F1: 0.8802, Validation Loss: 0.0843, Validation Accuracy: 0.8860, Validation F1: 0.8807
Epoch 156/1000, Train Loss: 0.0813, Train Accuracy: 0.8870, Train F1: 0.8815, Validation Loss: 0.0840, Validation Accuracy: 0.8830, Validation F1: 0.8782
Epoch 157/1000, Train Loss: 0.0820, Train Accuracy: 0.8861, Train F1: 0.8805, Validation Loss: 0.0845, Validation Accuracy: 0.8834, Validation F1: 0.8791
Epoch 158/1000, Train Loss: 0.0830, Train Accuracy: 0.8830, Train F1: 0.8772, Validation Loss: 0.0846, Validation Accuracy: 0.8843, Validation F1: 0.8797
Epoch 159/1000, Train Loss: 0.0814, Train Accuracy: 0.8847, Train F1: 0.8790, Validation Loss: 0.0844, Validation Accuracy: 0.8847, Validation F1: 0.8803
