Epoch 1/100, Train Loss: 0.6043, Train Accuracy: 0.7794, Train F1: 0.7467, Validation Loss: 0.5866, Validation Accuracy: 0.7748, Validation F1: 0.7313
Epoch 16/100, Train Loss: 0.4095, Train Accuracy: 0.8560, Train F1: 0.8466, Validation Loss: 0.4602, Validation Accuracy: 0.8369, Validation F1: 0.8198
Epoch 17/100, Train Loss: 0.4056, Train Accuracy: 0.8578, Train F1: 0.8485, Validation Loss: 0.4394, Validation Accuracy: 0.8437, Validation F1: 0.8303
Epoch 18/100, Train Loss: 0.4051, Train Accuracy: 0.8567, Train F1: 0.8473, Validation Loss: 0.4374, Validation Accuracy: 0.8421, Validation F1: 0.8272
Epoch 19/100, Train Loss: 0.4023, Train Accuracy: 0.8587, Train F1: 0.8495, Validation Loss: 0.4461, Validation Accuracy: 0.8423, Validation F1: 0.8271
Epoch 20/100, Train Loss: 0.3982, Train Accuracy: 0.8595, Train F1: 0.8504, Validation Loss: 0.4332, Validation Accuracy: 0.8492, Validation F1: 0.8372
Epoch 21/100, Train Loss: 0.3965, Train Accuracy: 0.8608, Train F1: 0.8521, Validation Loss: 0.4277, Validation Accuracy: 0.8477, Validation F1: 0.8357
Epoch 22/100, Train Loss: 0.3944, Train Accuracy: 0.8606, Train F1: 0.8519, Validation Loss: 0.4345, Validation Accuracy: 0.8437, Validation F1: 0.8282
Epoch 23/100, Train Loss: 0.3945, Train Accuracy: 0.8606, Train F1: 0.8518, Validation Loss: 0.4352, Validation Accuracy: 0.8444, Validation F1: 0.8301
Epoch 24/100, Train Loss: 0.3905, Train Accuracy: 0.8612, Train F1: 0.8526, Validation Loss: 0.4312, Validation Accuracy: 0.8496, Validation F1: 0.8392
Epoch 25/100, Train Loss: 0.3905, Train Accuracy: 0.8629, Train F1: 0.8545, Validation Loss: 0.4273, Validation Accuracy: 0.8501, Validation F1: 0.8371
Epoch 26/100, Train Loss: 0.3888, Train Accuracy: 0.8631, Train F1: 0.8546, Validation Loss: 0.4242, Validation Accuracy: 0.8454, Validation F1: 0.8334
Epoch 27/100, Train Loss: 0.3868, Train Accuracy: 0.8637, Train F1: 0.8555, Validation Loss: 0.4311, Validation Accuracy: 0.8482, Validation F1: 0.8350
Epoch 28/100, Train Loss: 0.3855, Train Accuracy: 0.8635, Train F1: 0.8554, Validation Loss: 0.4258, Validation Accuracy: 0.8477, Validation F1: 0.8367
Epoch 29/100, Train Loss: 0.3860, Train Accuracy: 0.8635, Train F1: 0.8553, Validation Loss: 0.4332, Validation Accuracy: 0.8440, Validation F1: 0.8295
Epoch 30/100, Train Loss: 0.3838, Train Accuracy: 0.8643, Train F1: 0.8562, Validation Loss: 0.4246, Validation Accuracy: 0.8517, Validation F1: 0.8397
Epoch 31/100, Train Loss: 0.3840, Train Accuracy: 0.8647, Train F1: 0.8566, Validation Loss: 0.4199, Validation Accuracy: 0.8510, Validation F1: 0.8397
Epoch 32/100, Train Loss: 0.3820, Train Accuracy: 0.8657, Train F1: 0.8577, Validation Loss: 0.4274, Validation Accuracy: 0.8470, Validation F1: 0.8346
Epoch 33/100, Train Loss: 0.3794, Train Accuracy: 0.8662, Train F1: 0.8584, Validation Loss: 0.4238, Validation Accuracy: 0.8494, Validation F1: 0.8380
Epoch 34/100, Train Loss: 0.3785, Train Accuracy: 0.8673, Train F1: 0.8597, Validation Loss: 0.4252, Validation Accuracy: 0.8480, Validation F1: 0.8351
Epoch 35/100, Train Loss: 0.3776, Train Accuracy: 0.8667, Train F1: 0.8589, Validation Loss: 0.4237, Validation Accuracy: 0.8475, Validation F1: 0.8334
Epoch 36/100, Train Loss: 0.3780, Train Accuracy: 0.8662, Train F1: 0.8584, Validation Loss: 0.4216, Validation Accuracy: 0.8506, Validation F1: 0.8386
Epoch 37/100, Train Loss: 0.3799, Train Accuracy: 0.8655, Train F1: 0.8575, Validation Loss: 0.4235, Validation Accuracy: 0.8501, Validation F1: 0.8389
Epoch 38/100, Train Loss: 0.3729, Train Accuracy: 0.8681, Train F1: 0.8602, Validation Loss: 0.4185, Validation Accuracy: 0.8522, Validation F1: 0.8426
Epoch 39/100, Train Loss: 0.3726, Train Accuracy: 0.8688, Train F1: 0.8612, Validation Loss: 0.4211, Validation Accuracy: 0.8492, Validation F1: 0.8378
Epoch 40/100, Train Loss: 0.3685, Train Accuracy: 0.8705, Train F1: 0.8630, Validation Loss: 0.4211, Validation Accuracy: 0.8506, Validation F1: 0.8414
Epoch 41/100, Train Loss: 0.3719, Train Accuracy: 0.8694, Train F1: 0.8621, Validation Loss: 0.4183, Validation Accuracy: 0.8525, Validation F1: 0.8419
Epoch 42/100, Train Loss: 0.3694, Train Accuracy: 0.8697, Train F1: 0.8623, Validation Loss: 0.4183, Validation Accuracy: 0.8534, Validation F1: 0.8449
Epoch 43/100, Train Loss: 0.3682, Train Accuracy: 0.8701, Train F1: 0.8628, Validation Loss: 0.4286, Validation Accuracy: 0.8463, Validation F1: 0.8373
Epoch 44/100, Train Loss: 0.3683, Train Accuracy: 0.8700, Train F1: 0.8628, Validation Loss: 0.4179, Validation Accuracy: 0.8536, Validation F1: 0.8421
Epoch 45/100, Train Loss: 0.3670, Train Accuracy: 0.8702, Train F1: 0.8630, Validation Loss: 0.4294, Validation Accuracy: 0.8477, Validation F1: 0.8360
Epoch 46/100, Train Loss: 0.3656, Train Accuracy: 0.8712, Train F1: 0.8641, Validation Loss: 0.4355, Validation Accuracy: 0.8468, Validation F1: 0.8326
Epoch 47/100, Train Loss: 0.3628, Train Accuracy: 0.8721, Train F1: 0.8651, Validation Loss: 0.4199, Validation Accuracy: 0.8520, Validation F1: 0.8410
Epoch 48/100, Train Loss: 0.3621, Train Accuracy: 0.8725, Train F1: 0.8655, Validation Loss: 0.4290, Validation Accuracy: 0.8520, Validation F1: 0.8411
Epoch 49/100, Train Loss: 0.3629, Train Accuracy: 0.8713, Train F1: 0.8641, Validation Loss: 0.4170, Validation Accuracy: 0.8553, Validation F1: 0.8459
Epoch 50/100, Train Loss: 0.3628, Train Accuracy: 0.8717, Train F1: 0.8646, Validation Loss: 0.4226, Validation Accuracy: 0.8517, Validation F1: 0.8418
Epoch 51/100, Train Loss: 0.3594, Train Accuracy: 0.8732, Train F1: 0.8663, Validation Loss: 0.4209, Validation Accuracy: 0.8517, Validation F1: 0.8403
Epoch 52/100, Train Loss: 0.3607, Train Accuracy: 0.8722, Train F1: 0.8652, Validation Loss: 0.4284, Validation Accuracy: 0.8510, Validation F1: 0.8371
Epoch 53/100, Train Loss: 0.3582, Train Accuracy: 0.8733, Train F1: 0.8666, Validation Loss: 0.4218, Validation Accuracy: 0.8558, Validation F1: 0.8451
Epoch 54/100, Train Loss: 0.3559, Train Accuracy: 0.8740, Train F1: 0.8673, Validation Loss: 0.4176, Validation Accuracy: 0.8520, Validation F1: 0.8432
Epoch 55/100, Train Loss: 0.3556, Train Accuracy: 0.8750, Train F1: 0.8683, Validation Loss: 0.4175, Validation Accuracy: 0.8522, Validation F1: 0.8423
Epoch 56/100, Train Loss: 0.3571, Train Accuracy: 0.8723, Train F1: 0.8652, Validation Loss: 0.4190, Validation Accuracy: 0.8517, Validation F1: 0.8403
Epoch 57/100, Train Loss: 0.3547, Train Accuracy: 0.8739, Train F1: 0.8672, Validation Loss: 0.4242, Validation Accuracy: 0.8532, Validation F1: 0.8414
Epoch 58/100, Train Loss: 0.3556, Train Accuracy: 0.8737, Train F1: 0.8670, Validation Loss: 0.4228, Validation Accuracy: 0.8503, Validation F1: 0.8381
Epoch 59/100, Train Loss: 0.3573, Train Accuracy: 0.8739, Train F1: 0.8671, Validation Loss: 0.4189, Validation Accuracy: 0.8525, Validation F1: 0.8422
Epoch 60/100, Train Loss: 0.3526, Train Accuracy: 0.8747, Train F1: 0.8681, Validation Loss: 0.4168, Validation Accuracy: 0.8541, Validation F1: 0.8453
Epoch 61/100, Train Loss: 0.3513, Train Accuracy: 0.8748, Train F1: 0.8682, Validation Loss: 0.4283, Validation Accuracy: 0.8520, Validation F1: 0.8393
Epoch 62/100, Train Loss: 0.3506, Train Accuracy: 0.8758, Train F1: 0.8693, Validation Loss: 0.4223, Validation Accuracy: 0.8487, Validation F1: 0.8432
Epoch 63/100, Train Loss: 0.3498, Train Accuracy: 0.8767, Train F1: 0.8703, Validation Loss: 0.4278, Validation Accuracy: 0.8447, Validation F1: 0.8390
Epoch 64/100, Train Loss: 0.3511, Train Accuracy: 0.8752, Train F1: 0.8687, Validation Loss: 0.4136, Validation Accuracy: 0.8551, Validation F1: 0.8480
Epoch 65/100, Train Loss: 0.3494, Train Accuracy: 0.8763, Train F1: 0.8700, Validation Loss: 0.4145, Validation Accuracy: 0.8532, Validation F1: 0.8442
Epoch 66/100, Train Loss: 0.3471, Train Accuracy: 0.8768, Train F1: 0.8705, Validation Loss: 0.4151, Validation Accuracy: 0.8548, Validation F1: 0.8455
Epoch 67/100, Train Loss: 0.3470, Train Accuracy: 0.8773, Train F1: 0.8709, Validation Loss: 0.4164, Validation Accuracy: 0.8525, Validation F1: 0.8432
Epoch 68/100, Train Loss: 0.3458, Train Accuracy: 0.8769, Train F1: 0.8706, Validation Loss: 0.4106, Validation Accuracy: 0.8572, Validation F1: 0.8509
Epoch 69/100, Train Loss: 0.3457, Train Accuracy: 0.8776, Train F1: 0.8713, Validation Loss: 0.4467, Validation Accuracy: 0.8329, Validation F1: 0.8305
Epoch 70/100, Train Loss: 0.3448, Train Accuracy: 0.8784, Train F1: 0.8723, Validation Loss: 0.4153, Validation Accuracy: 0.8555, Validation F1: 0.8455
Epoch 71/100, Train Loss: 0.3451, Train Accuracy: 0.8777, Train F1: 0.8715, Validation Loss: 0.4231, Validation Accuracy: 0.8463, Validation F1: 0.8402
Epoch 72/100, Train Loss: 0.3441, Train Accuracy: 0.8782, Train F1: 0.8721, Validation Loss: 0.4131, Validation Accuracy: 0.8532, Validation F1: 0.8447
Epoch 73/100, Train Loss: 0.3415, Train Accuracy: 0.8797, Train F1: 0.8737, Validation Loss: 0.4247, Validation Accuracy: 0.8421, Validation F1: 0.8325
Epoch 74/100, Train Loss: 0.3426, Train Accuracy: 0.8778, Train F1: 0.8716, Validation Loss: 0.4236, Validation Accuracy: 0.8496, Validation F1: 0.8409
Epoch 75/100, Train Loss: 0.3409, Train Accuracy: 0.8793, Train F1: 0.8732, Validation Loss: 0.4276, Validation Accuracy: 0.8444, Validation F1: 0.8347
Epoch 76/100, Train Loss: 0.3414, Train Accuracy: 0.8800, Train F1: 0.8740, Validation Loss: 0.4184, Validation Accuracy: 0.8510, Validation F1: 0.8452
Epoch 77/100, Train Loss: 0.3399, Train Accuracy: 0.8803, Train F1: 0.8744, Validation Loss: 0.4258, Validation Accuracy: 0.8503, Validation F1: 0.8385
Epoch 78/100, Train Loss: 0.3372, Train Accuracy: 0.8811, Train F1: 0.8752, Validation Loss: 0.4298, Validation Accuracy: 0.8435, Validation F1: 0.8393
Epoch 79/100, Train Loss: 0.3364, Train Accuracy: 0.8807, Train F1: 0.8749, Validation Loss: 0.4186, Validation Accuracy: 0.8515, Validation F1: 0.8442
Epoch 80/100, Train Loss: 0.3352, Train Accuracy: 0.8816, Train F1: 0.8759, Validation Loss: 0.4300, Validation Accuracy: 0.8447, Validation F1: 0.8390
Epoch 81/100, Train Loss: 0.3375, Train Accuracy: 0.8800, Train F1: 0.8742, Validation Loss: 0.4219, Validation Accuracy: 0.8510, Validation F1: 0.8422
Epoch 82/100, Train Loss: 0.3370, Train Accuracy: 0.8812, Train F1: 0.8754, Validation Loss: 0.4208, Validation Accuracy: 0.8513, Validation F1: 0.8444
Epoch 83/100, Train Loss: 0.3368, Train Accuracy: 0.8798, Train F1: 0.8740, Validation Loss: 0.4176, Validation Accuracy: 0.8562, Validation F1: 0.8467
Epoch 84/100, Train Loss: 0.3362, Train Accuracy: 0.8799, Train F1: 0.8741, Validation Loss: 0.4228, Validation Accuracy: 0.8484, Validation F1: 0.8417
Epoch 85/100, Train Loss: 0.3339, Train Accuracy: 0.8817, Train F1: 0.8759, Validation Loss: 0.4193, Validation Accuracy: 0.8496, Validation F1: 0.8444
Epoch 86/100, Train Loss: 0.3328, Train Accuracy: 0.8816, Train F1: 0.8758, Validation Loss: 0.4299, Validation Accuracy: 0.8499, Validation F1: 0.8455
Epoch 87/100, Train Loss: 0.3319, Train Accuracy: 0.8819, Train F1: 0.8762, Validation Loss: 0.4170, Validation Accuracy: 0.8551, Validation F1: 0.8470
Epoch 88/100, Train Loss: 0.3325, Train Accuracy: 0.8828, Train F1: 0.8772, Validation Loss: 0.4386, Validation Accuracy: 0.8392, Validation F1: 0.8317
