"","ID","BldType_True","BldType_Pred","FA_True_scaled","FA_Pred_scaled","FA_True","FA_Pred"
"82",474,1,1,-0.634641407307172,-0.190868809819221,68.283705,98.7510533564486
"83",488,1,1,-0.170500676589986,0.0161062888801098,100.149434,112.960994368758
"84",510,1,1,0.734776725304465,0.862220883369446,162.301541,171.051260071749
"85",513,1,1,0.779431664411367,1.00180315971375,165.36734,180.634325501749
"86",515,1,1,0.159675236806495,-0.415665179491043,122.817766,83.3175873361805
"87",519,2,1,0.15426251691475,-0.301274210214615,122.446154,91.171135593791
"88",524,1,1,1.17726657645467,0.513229191303253,192.680822,147.091124822578
"89",529,1,1,-0.311231393775372,0.245700731873512,90.487522,128.723873633908
"90",530,0,0,-1.62922868741543,-1.07625734806061,0,37.9644225953196
"91",531,2,2,-1.62922868741543,-1.13730561733246,0,33.7731343161593
"92",542,1,2,0.184032476319351,0.413884431123734,124.49002,140.270578820165
"93",550,1,1,0.247631935047361,0.194867476820946,128.856461,125.233900394132
"94",551,1,1,-0.148849797023004,0.498464703559875,101.635882,146.077464236214
"95",556,0,0,-1.62922868741543,-1.59593975543976,0,2.28546217738089
"96",562,1,1,-0.431664411366712,-0.0222197510302067,82.219155,110.32970794936
"97",574,2,1,-0.706359945872801,-0.372254967689514,63.359846,86.2979291884516
"98",576,1,1,0.148849797023004,0.175486013293266,122.074542,123.903259871715
"99",577,1,1,-0.40595399188092,0.524622619152069,83.984312,147.873344223256
"100",590,1,1,-0.422192151556157,-0.453856319189072,82.869476,80.6955625336211
"101",594,1,1,-0.248985115020298,0.462846010923386,94.76106,143.63205160213
"102",596,1,1,-0.327469553450609,0.0412633679807186,89.372686,114.688161609204
"103",601,1,1,0.529093369418133,-0.0918096005916596,148.180285,105.551994767736
"104",603,1,1,0.956698240866035,0.426071554422379,177.537633,141.107289633551
"105",605,0,1,-1.62922868741543,-0.0733877867460251,0,106.816750237023
"106",608,2,2,-1.62922868741543,-1.0217227935791,0,41.7085097207012
"107",611,1,1,1.16102841677943,0.661521732807159,191.565986,157.272196268265
"108",613,1,1,2.14614343707713,0.538252413272858,259.19937,148.809102059263
"109",614,1,1,0.603518267929635,-0.00181084452196956,153.28995,111.730887895306
"110",616,1,1,0.0825439783491205,0.134627997875214,117.522295,121.098139871198
"111",620,1,1,-0.292286874154262,0.336200416088104,91.788164,134.937158142061
"112",635,1,1,0.384303112313938,0.465113013982773,138.239664,143.787693415813
"113",647,2,1,1.71041948579161,1.31905508041382,229.284604,202.415356686271
"114",650,1,1,0.217861975642761,-0.00956309586763382,126.812595,111.198654621706
"115",655,1,1,0.209742895805142,0.0715112835168839,126.255177,116.764841838929
"116",658,2,1,-0.243572395128552,-0.382017016410828,95.132672,85.6277126389204
"117",662,1,1,0.200270635994587,-0.113355115056038,125.604856,104.072780642256
"118",663,0,1,-1.62922868741543,-0.210953250527382,0,97.3721497128622
"119",676,2,2,-0.112313937753721,-0.849836885929108,104.144263,53.5093911982443
"120",682,0,0,-1.62922868741543,-1.64649415016174,0,-1.18536581800011
"121",688,1,1,-0.182679296346414,-0.0166376270353794,99.313307,110.712950441758
"122",691,1,1,-0.167794316644114,-0.171516105532646,100.33524,100.079719404051
"123",692,1,1,1.46684709066306,1.29502832889557,212.562064,200.765792444306
"124",697,1,1,0.339648173207037,-0.342945486307144,135.173865,88.3101809238639
"125",707,2,2,-1.62922868741543,-1.0217227935791,0,41.7085097207012
"126",712,1,1,0.346414073071719,0.417903184890747,135.63838,140.546487633984
"127",713,1,1,-0.18403247631935,-0.141684412956238,99.220404,102.127823714531
"128",722,1,1,1.05548037889039,0.236058086156845,184.319552,128.061854735512
"129",732,0,0,-1.62922868741543,-1.7430624961853,0,-7.81529622641328
"130",733,1,1,0.246278755074425,0.00375641463324428,128.763558,112.113109837429
"131",734,1,1,0.358592692828146,-0.0661774799227715,136.474507,107.311776137641
"132",735,1,1,-0.265223274695534,0.0394332259893417,93.646224,114.562512630631
"133",739,0,0,-1.62922868741543,-0.787047445774078,0,57.8202201163403
"134",743,1,1,-0.427604871447902,0.362462192773819,82.497864,136.740168745402
"135",762,1,1,-0.167794316644114,0.267637759447098,100.33524,130.22996721601
"136",765,0,2,-1.62922868741543,-1.50187051296234,0,8.74381583961782
"137",766,1,1,0.265223274695535,0.168198481202126,130.0642,123.40293204585
"138",767,1,1,-0.00405953991880909,0.35424342751503,111.576503,136.175906811211
"139",773,1,1,-0.297699594046008,0.408482640981674,91.416552,139.899717205594
"140",774,2,2,-0.0189445196211095,-0.72576254606247,110.55457,62.027754333354
"141",776,1,1,0.514208389715832,0.155505195260048,147.158352,122.531470475725
"142",779,1,1,0.910690121786198,-0.466451436281204,174.378931,79.8308407770086
"143",783,1,1,0.56021650879567,0.313563734292984,150.317054,133.383029577589
"144",786,1,1,0.0960757780784845,0.236191868782043,118.451325,128.071039624054
"145",788,1,1,2.49526387009472,0.239776983857155,283.168344,128.317176836017
"146",790,1,1,0.42489851150203,1.0547571182251,141.026754,184.269896309751
"147",798,1,1,0.129905277401894,0.622218906879425,120.7739,154.5738482952
"148",804,1,1,-0.00676589986468188,0.613146781921387,111.390697,153.950998680343
"149",815,1,1,-0.0460081190798375,0.207809582352638,108.69651,126.122444752058
"150",816,1,1,-0.328822733423545,0.257473856210709,89.279783,129.532161217359
"151",817,1,1,0.355886332882273,0.194523856043816,136.288701,125.210309000751
"152",820,1,1,0.884979702300406,0.103060901165009,172.613774,118.930890839789
"153",823,1,1,-0.313937753721245,-0.10622289031744,90.301716,104.5624457926
"154",824,1,1,-0.470906630581867,-0.073157325387001,79.524968,106.832572634683
"155",831,2,2,-1.62922868741543,0.960734248161316,0,177.814726360272
"156",835,1,1,-0.341001353179973,0.498410433530807,88.443656,146.073738310165
"157",849,1,1,2.11637347767253,0.148998156189919,257.155504,122.084727645634
"158",850,2,2,-0.223274695534506,-0.204436108469963,96.526217,97.8195861667483
"159",857,2,2,-1.62922868741543,1.18709969520569,0,193.35591788495
"160",878,1,1,-0.401894451962111,0.0331461988389492,84.263021,114.130874788633
"161",879,1,1,0.799729364005413,-0.0910851582884788,166.760885,105.601731583709
"162",880,1,1,0.922868741542625,0.532775163650513,175.215058,148.433059750153
"163",883,1,1,0.305818673883627,0.107338786125183,132.85129,119.22459038782
"164",884,1,1,-0.460081190798376,-0.0417338460683823,80.268192,108.989961568546
"165",886,1,1,0.20297699594046,0.305111348628998,125.790662,132.802728360421
"166",890,1,1,0.138024357239513,0.403894543647766,121.331318,139.584719928708
"167",891,1,1,0.552097428958051,1.05829060077667,149.759636,184.512488674443
"168",903,1,1,0.0270635994587281,-0.358414083719254,113.713272,87.2481794649901
"169",908,1,1,-0.330175913396482,0.145509228110313,89.18688,121.845194182339
"170",910,1,1,-0.374830852503383,0.546799719333649,86.121081,149.395920066363
"171",912,1,1,-0.395128552097429,-0.0259528644382954,84.727536,110.073409864931
"172",913,1,1,-0.0757780784844384,0.687368392944336,106.652644,159.046706913374
"173",916,2,2,-1.62922868741543,-0.558185398578644,0,73.5328165158118
"174",918,1,1,0.0893098782138026,0.332385569810867,117.98681,134.675248661591
"175",926,1,1,0.100135317997294,0.0874644219875336,118.730034,117.860109617776
"176",943,1,1,0.709066305818674,0.563796401023865,160.536384,150.562832635753
"177",952,1,1,0.853856562922869,1.26216864585876,170.477005,198.509800488894
"178",955,1,1,0.178619756427605,-0.0671812295913696,124.118408,107.242863385955
"179",956,1,1,0.0690121786197565,0.0103834085166454,116.593265,112.568088203251
"180",963,1,1,0.175913396481732,0.294399321079254,123.932602,132.067290713281
"181",967,1,1,-0.0378890392422191,0.0876890569925308,109.253928,117.875532005253
"182",978,1,1,-0.434370771312584,0.499646604061127,82.033349,146.15860798979
"183",979,2,2,0.192151556156969,-0.518567860126495,125.047438,76.2527711770038
"184",983,1,1,0.84573748308525,1.14093637466431,169.919587,190.186560479409
"185",989,1,1,-0.174560216508796,-0.504911482334137,99.870725,77.1903541234099
"186",1001,1,1,0.502029769959405,0.528869688510895,146.322225,148.164928116407
"187",1002,1,1,0.457374830852503,0.256290435791016,143.256426,129.4509131133
"188",1011,1,1,-0.31935047361299,0.230828627943993,89.930104,127.70282462417
"189",1038,1,1,0.179972936400541,0.151081025600433,124.211311,122.227727705283
"190",1039,0,0,-1.62922868741543,0.077092632651329,0,117.148031133042
"191",1046,1,1,-0.358592692828146,0.174689128994942,87.235917,123.848549527602
"192",1050,1,1,2.73883626522327,1.14398646354675,299.890884,190.395965298511
"193",1052,1,1,0.0757780784844384,-0.103293791413307,117.05778,104.763544006388
"194",1057,2,1,-0.706359945872801,-0.372254967689514,63.359846,86.2979291884516
"195",1066,2,1,4.05006765899865,0.584639489650726,389.913891,151.993821492689
"196",1072,0,0,-1.62922868741543,-1.70976531505585,0,-5.52926770076408
"197",1076,1,1,-0.395128552097429,-0.0763970911502838,84.727536,106.610145489199
"198",1083,1,1,0.0947225981055482,-0.0932808741927147,118.358422,105.450984012262
"199",1093,1,1,0.110960757780785,0.725872099399567,119.473258,161.690191085733
"200",1095,1,1,0.579161028416779,0.312303870916367,151.617696,133.29653325809
"201",1097,1,1,-0.327469553450609,0.408261209726334,89.372686,139.884514772565
"202",1098,1,1,-0.151556156968877,0.224503174424171,101.450076,127.268548607598
"203",1100,1,1,-0.189445196211096,0.141258060932159,98.848792,121.553328952103
"204",1118,0,0,-1.62922868741543,-1.59215700626373,0,2.54516802119241
"205",1120,1,1,-0.129905277401894,-0.270087093114853,102.936524,93.3122970045912
"206",1122,2,2,0.495263870094723,-1.15850949287415,145.85771,32.3173755192163
"207",1131,1,1,-0.54127198917456,-0.0940664261579514,74.694012,105.397051693069
"208",1132,1,1,-0.163734776725304,0.527064621448517,100.613949,148.041000665033
"209",1154,1,1,0.0757780784844384,0.272539138793945,117.05778,130.566472968805
"210",1156,2,2,-0.315290933694181,-0.0892790406942368,90.208813,105.725731159681
"211",1177,1,1,0.60893098782138,0.613986134529114,153.661562,154.008624699701
"212",1184,1,1,-0.470906630581867,0.24583688378334,79.524968,128.733221186437
"213",1189,1,2,1.60757780784844,0.40894278883934,222.223976,139.931308802629
"214",1191,1,1,0.868741542625169,0.436666756868362,171.498938,141.834706616159
"215",1193,0,0,-1.62922868741543,-1.25597679615021,0,25.6257269156631
"216",1212,2,1,1.34776725304465,0.525761306285858,204.3866,147.95152114939
"217",1215,1,1,-0.167794316644114,0.229038119316101,100.33524,127.579896686731
"218",1217,1,1,0.568335588633288,0.158660382032394,150.874472,122.748090823775
"219",1220,1,1,-0.330175913396482,-0.185213193297386,89.18688,99.1393415015857
"220",1231,1,1,-0.362652232746955,-0.129936903715134,86.957208,102.934352685439
"221",1240,1,1,-0.098782138024357,0.255740284919739,105.073293,129.413142330835
"222",1246,1,1,0.147496617050068,0.383339107036591,121.981639,138.173479912094
"223",1249,1,1,0.3531799729364,0.439296394586563,136.102895,142.015245227298
"224",1258,1,1,0.514208389715832,-0.0799628347158432,147.158352,106.365338234365
"225",1266,1,1,-0.0933694181326115,0.233451321721077,105.444905,127.88288649683
"226",1267,1,1,0.907983761840325,0.543065428733826,174.193125,149.139541161462
"227",1276,1,1,0.351826792963464,0.843314111232758,136.009992,169.753209637258
"228",1283,0,0,-1.62922868741543,-1.46328258514404,0,11.3930822563562
"229",1284,1,1,-0.30446549391069,0.272984176874161,90.952037,130.59702719928
"230",1292,0,0,-1.62922868741543,-1.46621835231781,0,11.191526230403
"231",1298,1,1,-0.276048714479026,0.216419741511345,92.903,126.713577958519
"232",1301,1,1,0.481732070365359,0.0556662566959858,144.92868,115.676996499666
"233",1312,1,1,-0.35723951285521,0.0718672350049019,87.32882,116.789279801175
"234",1326,1,1,-0.0527740189445196,0.0863350182771683,108.231995,117.78257004802
"235",1332,1,1,0.396481732070366,0.289827436208725,139.075791,131.753406508207
"236",1343,1,1,-0.332882273342354,0.0245938040316105,89.001074,113.543707412026
"237",1345,2,2,-1.62922868741543,-0.339376419782638,0,88.5552163174979
"238",1347,1,1,-0.316644113667118,0.901983737945557,90.11591,173.781191457497
"239",1353,1,1,-0.235453315290934,0.0317102558910847,95.69009,114.032289670354
"240",1365,1,1,-0.442489851150203,0.255151152610779,81.475931,129.372695265408
"241",1367,1,1,-0.0162381596752368,0.278997272253036,110.740376,131.009858168668
"242",1370,1,0,0.277401894451962,0.491696506738663,130.900327,145.612791537936
"243",1372,1,1,-0.165087956698241,-0.804092228412628,100.521046,56.6500051610946
"244",1379,1,1,-0.174560216508796,0.37890836596489,99.870725,137.869285979271
"245",1388,1,1,-0.460081190798376,-0.153235077857971,80.268192,101.334809154141
"246",1389,1,1,0.792963464140731,0.383850455284119,166.29637,138.208586688125
"247",1392,1,1,-0.174560216508796,0.216730400919914,99.870725,126.734906378694
"248",1394,0,0,-1.62922868741543,-1.40049362182617,0,15.703878437046
"249",1402,1,1,-0.368064952638701,-0.0874681025743484,86.585596,105.85006169037
"250",1403,2,0,-1.62922868741543,-2.29900884628296,0,-45.9839691273609
"251",1406,0,1,-1.62922868741543,0.262727111577988,0,129.892825129881
"252",1411,2,1,-0.706359945872801,-0.372254967689514,63.359846,86.2979291884516
"253",1412,2,1,-0.0798376184032475,-0.0602498836815357,106.373935,107.718737136631
"254",1416,1,1,-0.423545331529093,0.296298533678055,82.776573,132.197681756302
"255",1426,1,1,0.617050067658999,0.7881840467453,154.21898,165.968237583641
"256",1431,2,2,-0.167794316644114,-0.518567860126495,100.33524,76.2527711770038
"257",1435,1,1,-0.343707713125846,0.100710794329643,88.25785,118.769543510023
"258",1445,1,1,-0.13531799729364,-0.108074642717838,102.564912,104.435313144545
"259",1449,1,1,4.27198917456022,1.46292173862457,405.149983,212.292567711461
"260",1453,1,1,0.0446549391069012,0.112460419535637,114.921011,119.576217753172
"261",1455,1,1,0.584573748308525,0.955997586250305,151.989308,177.48952933525
"262",1456,1,1,0.03382949932341,0.119507819414139,114.177787,120.060059225856
"263",1459,1,1,-0.654939106901218,0.215327426791191,66.89016,126.638584745144
"264",1463,0,0,-1.62922868741543,-1.46660041809082,0,11.1652953836422
"265",1464,1,1,1.44790257104195,-0.04951236769557,211.261422,108.45592470044
"266",1468,1,1,-0.0284167794316644,0.0545852594077587,109.904249,115.602780288167
"267",1470,1,1,2.55074424898512,0.226243495941162,286.977367,127.388030933029
"268",1471,1,1,0.165087956698241,0.560360848903656,123.189378,150.32696371587
"269",1477,2,0,-1.62922868741543,-1.01731169223785,0,42.0113552816037
"270",1478,2,2,-1.62922868741543,-1.64628863334656,0,-1.1712559959047
"271",1484,1,1,0.277401894451962,0.44812598824501,130.900327,142.621443778899
"272",1487,1,1,-0.0703653585926928,-0.347413390874863,107.024256,88.0034355194414
"273",1488,1,1,-0.525033829499323,-0.112422876060009,75.808848,104.136783806048
"274",1493,1,1,1.73883626522327,-0.372127205133438,231.235567,86.3067007672398
"275",1494,0,0,-1.62922868741543,-2.17355608940125,0,-37.3709703351228
"276",1501,1,1,-0.442489851150203,0.0218484811484814,81.475931,113.355226399218
"277",1508,1,1,0.49255751014885,0.763712108135223,145.671904,164.288108880762
"278",1510,0,0,-1.62922868741543,-1.23695921897888,0,26.9313847049324
"279",1511,1,1,-0.174560216508796,0.0193629674613476,99.870725,113.18458266912
"280",1515,1,1,0.143437077131258,0.103802137076855,121.70293,118.981780626289
"281",1531,1,1,1.29769959404601,0.26345506310463,200.949189,129.942802872703
"282",1534,1,1,0.286874154262517,0.763142585754395,131.550648,164.249008141168
"283",1547,0,0,-1.62922868741543,-1.40838062763214,0,15.1623935532564
"284",1548,1,1,0.809201623815967,0.166543260216713,167.411206,123.289292324392
"285",1557,2,0,-1.62922868741543,-1.37624275684357,0,17.368829259951
"286",1569,1,1,0.828146143437077,0.40394526720047,168.711848,139.588202370298
"287",1570,0,0,-1.62922868741543,-1.04744875431061,0,39.9422857315501
"288",1571,1,1,-0.189445196211096,-0.169118538498878,98.848792,100.244325128783
"289",1583,1,1,-0.589986468200271,0.26606673002243,71.349504,130.122107692843
"290",1584,1,1,0.88362652232747,0.535435974597931,172.520871,148.615738569225
"291",1585,1,1,0.136671177266577,0.286453932523727,121.238415,131.521797543313
"292",1592,1,1,-0.384303112313938,-0.07135409116745,85.47076,106.956374251652
"293",1598,0,0,-1.62922868741543,-1.53432762622833,0,6.51546243943629
"294",1600,2,1,1.92016238159675,0.527047336101532,243.684569,148.039813934056
"295",1602,2,2,-0.15426251691475,-0.62600439786911,101.26427,68.8766816209021
"296",1613,1,1,-0.343707713125846,0.06064697727561,88.25785,116.018949449949
"297",1620,2,2,1.09742895805142,2.50096297264099,187.199545,283.55961769193
"298",1622,1,1,2.13802435723951,-0.237829640507698,258.641952,95.5269426389479
"299",1631,1,1,1.46143437077131,0.0699728652834892,212.190452,116.659221247436
"300",1634,1,1,-0.0148849797023003,0.508234918117523,110.833279,146.748241413828
"301",1638,1,1,-0.0974289580514208,0.813866913318634,105.166196,167.731502929702
"302",1639,0,0,-1.62922868741543,-0.94134122133255,0,47.2271320442466
"303",1640,0,0,-1.62922868741543,-1.32865989208221,0,20.6356459239098
"304",1652,2,2,-0.307171853856563,-0.0892790406942368,90.766231,105.725731159681
"305",1656,1,1,-0.165087956698241,0.0783913731575012,100.521046,117.237196574194
"306",1659,1,1,-0.143437077131258,0.148900106549263,102.007494,122.077996016473
"307",1663,1,1,3.75642760487145,0.105957567691803,369.75394,119.12976239843
"308",1664,1,1,-1.13125845737483,-0.0146867521107197,34.188304,110.846888378138
"309",1670,1,1,1.21244925575101,-0.0681818202137947,195.0963,107.174167519585
"310",1671,1,1,0.00811907983761838,0.0901768580079079,112.41263,118.046332772597
"311",1676,1,1,1.6468200270636,0.332388073205948,224.918163,134.675420532974
"312",1679,0,0,-1.62922868741543,-1.54373073577881,0,5.86988897246263
"313",1689,1,1,-0.606224627875507,-0.0689580664038658,70.234668,107.120874091336
"314",1695,0,0,-1.62922868741543,-1.52945935726166,0,6.84969498858462
"315",1697,1,1,-0.22192151556157,-0.0764186009764671,96.61912,106.608668725264
"316",1698,1,1,0.248985115020298,0.276047855615616,128.949364,130.80736503446
"317",1701,1,1,-0.433017591339648,0.423828810453415,82.126252,140.953313335412
"318",1702,1,1,0.673883626522327,-0.29076874256134,158.120906,91.8923918057598
"319",1705,2,2,-0.511502029769959,-0.62600439786911,76.737878,68.8766816209021
"320",1706,2,1,0.838971583220568,0.47461724281311,169.455072,144.440209259
"321",1707,1,1,-0.192151556156969,0.125648185610771,98.662986,120.481628013582
"322",1708,1,1,-0.557510148849797,0.0877927541732788,73.579176,117.88265136807
"323",1713,1,1,0.143437077131258,-0.00804296135902405,121.70293,111.303019938277
"324",1720,2,0,1.23951285520974,-1.34719276428223,196.95436,19.3632657080974
"325",1722,1,1,0.112313937753721,0.368308782577515,119.566161,137.141568221743
"326",1723,1,1,-0.460081190798376,-0.189097180962563,80.268192,98.8726850972089
"327",1728,1,1,1.1894451962111,0.366398811340332,193.516949,137.010438540994
"328",1730,1,1,2.1786197564276,1.33474767208099,261.429042,203.492736541733
"329",1733,2,1,1.42354533152909,0.710158705711365,209.589168,160.611383060923
"330",1757,1,1,-0.427604871447902,-0.0120728313922882,82.497864,111.026347933675
"331",1771,1,1,2.11096075778078,0.745278060436249,256.783892,163.022513492396
"332",1777,1,1,0.717185385656292,-0.584507405757904,161.093802,71.7256707688435
"333",1778,1,1,0.617050067658999,0.63621586561203,154.21898,155.534813934023
"334",1779,1,1,-0.589986468200271,-8.58972780406475e-05,71.349504,111.849314695147
"335",1789,1,1,-0.219215155615697,-0.346956163644791,96.804926,88.034826599863
"336",1795,1,1,-0.27063599458728,0.318780034780502,93.274612,133.741156341126
"337",1802,1,1,0.0284167794316644,0.118785202503204,113.806175,120.010447732767
"338",1808,2,1,0.411366711772666,0.736511051654816,140.097724,162.420611725365
"339",1811,2,2,-0.00541271989174559,-1.08846271038055,111.4836,37.1264595761438
"340",1812,1,1,1.02165087956698,0.122395373880863,181.996977,120.258305193124
"341",1814,1,1,0.332882273342355,0.290671616792679,134.70935,131.811363993804
"342",1822,1,1,-0.615696887686062,0.990103483200073,69.584347,179.831080501905
"343",1848,2,1,-1.62922868741543,-0.732787191867828,0,61.5454750487744
"344",1849,1,1,-0.167794316644114,-0.741804957389832,100.33524,60.9263574982296
"345",1853,1,1,0.00811907983761838,0.429842591285706,112.41263,141.366191364822
"346",1854,1,1,0.281461434370771,-0.167996913194656,131.179036,100.321330669599
"347",1855,1,1,-0.557510148849797,0.824736595153809,73.579176,168.477764381785
"348",1867,1,2,3.21515561569689,0.902252435684204,332.59274,173.799638985921
"349",1873,1,1,0.324763193504736,0.37647095322609,134.151932,137.701944635029
"350",1879,1,1,-0.215155615696888,-0.0733847394585609,97.083635,106.81695944951
"351",1884,1,1,1.34776725304465,0.538081467151642,204.3866,148.797365699121
"352",1885,2,2,2.36400541271989,0.84457004070282,274.156753,169.839435873155
"353",1895,1,1,-0.259810554803789,0.43399253487587,94.017836,141.651107057536
"354",1904,1,1,-0.581867388362652,0.00480777444317937,71.906922,112.185291278461
"355",1908,2,2,-1.62922868741543,-0.730216026306152,0,61.7219992354708
"356",1913,2,2,1.66441136671177,0.0333419218659401,226.125902,114.144312215095
"357",1925,1,1,0.0216508795669825,0.00320633919909596,113.34166,112.075344234123
"358",1930,1,1,0.308525033829499,1.38864874839783,133.037096,207.193332022906
"359",1935,2,2,1.1041948579161,-0.260872781276703,187.66406,93.9449085047763
"360",1936,2,2,0.408660351826793,-0.825341999530792,139.911918,55.1910953887996
